assist;A Suite of R Functions Implementing Spline Smoothing Techniques
ASSISTant;Adaptive Subgroup Selection in Group Sequential Trials
AssocAFC;Allele Frequency Comparison
assocInd;Implements New and Existing Association Indices for Constructing Animal Social Networks
ASSOCShiny;Interactive Document for Working with Association Rule Mining Analysis
AssocTests;Genetic Association Studies
assortnet;Calculate the Assortativity Coefficient of Weighted and Binary Networks
AssotesteR;Statistical Tests for Genetic Association Studies
AST;Age-Spatial-Temporal Model
aster;Aster Models
aster2;Aster Models
astro;Astronomy Functions, Tools and Routines
astrochron;A Computational Tool for Astrochronology
astrodatR;Astronomical Data
astroFns;Astronomy: time and position functions, misc. utilities
astrolibR;Astronomy Users Library
astsa;Applied Statistical Time Series Analysis
asus;Adaptive SURE Thresholding Using Side Information
asVPC;Average Shifted Visual Predictive Checks
AsyK;Kernel Density Estimation and Selection of Optimum Bandwidth
asymLD;Asymmetric Linkage Disequilibrium (ALD) for Polymorphic Genetic Data
asymmetry;Multidimensional Scaling of Asymmetric Data
asympTest;A Simple R Package for Classical Parametric Statistical Tests and Confidence Intervals in Large Samples
AsynchLong;Regression Analysis of Sparse Asynchronous Longitudinal Data
asypow;Calculate Power Utilizing Asymptotic Likelihood Ratio Methods
atable;Create Tables for Reporting Clinical Trials
ATE;Inference for Average Treatment Effects using Covariate Balancing
AtelieR;A GTK GUI for teaching basic concepts in statistical inference, and doing elementary bayesian tests
atlas;Stanford 'ATLAS' Search Engine API
atmcmc;Automatically Tuned Markov Chain Monte Carlo
ATmet;Advanced Tools for Metrology
atmopt;Analysis-of-Marginal-Tail-Means
AtmRay;Acoustic Traveltime Calculations for 1-D Atmospheric Models
ATR;Alternative Tree Representation
aTSA;Alternative Time Series Analysis
atsd;Support Querying Axibase Time-Series Database
attachment;Deal with Dependencies
attempt;Tools for Defensive Programming
attenuation;Correcting for Attenuation Due to Measurement Error
attrCUSUM;Tools for Attribute VSI CUSUM Control Chart
atus;American Time Use Survey Data
AUC;Threshold independent performance measures for probabilistic classifiers
aucm;AUC Maximization
AUCRF;Variable Selection with Random Forest and the Area Under the Curve
auctestr;Statistical Testing for AUC Data
audio;Audio Interface for R
audiolyzR;audiolyzR: Give your data a listen
audit;Bounds for Accounting Populations
auditor;Model Audit - Verification, Validation, and Error Analysis
augmentedRCBD;Analysis of Augmented Randomised Complete Block Designs
augSIMEX;Analysis of Data with Mixed Measurement Error and Misclassification in Covariates
auk;eBird Data Extraction and Processing in R
aurelius;Generates PFA Documents from R Code and Optionally Runs Them
AurieLSHGaussian;Creates a Neighbourhood Using Locality Sensitive Hashing for Gaussian Projections
auRoc;Various Methods to Estimate the AUC
AUtests;Approximate Unconditional and Permutation Tests
auth0;Secure Authentication in Shiny with Auth0
auto.pca;Automatic Variable Reduction Using Principal Component Analysis
autoBagging;Learning to Rank Bagging Workflows with Metalearning
autocogs;Automatic Cognostic Summaries
AutoDeskR;An Interface to the 'AutoDesk' 'API' Platform
autoencoder;Sparse Autoencoder for Automatic Learning of Representative Features from Unlabeled Data
autoFRK;Automatic Fixed Rank Kriging
autoimage;Multiple Heat Maps for Projected Coordinates
automagic;Automagically Document and Install Packages Necessary to Run R Code
automap;Automatic interpolation package
automl;Deep Learning with Metaheuristic
AutoModel;Automated Hierarchical Multiple Regression with Assumptions Checking
automultinomial;Models for Spatially Correlated Data
AutoPipe;Automated Transcriptome Classifier Pipeline: Comprehensive Transcriptome Analysis
autoplotly;Automatic Generation of Interactive Visualizations for Statistical Results
Autoplotprotein;Development of Visualization Tools for Protein Sequence
autopls;Partial Least Squares Regression with Backward Selection of Predictors
AutoregressionMDE;Minimum Distance Estimation in Autoregressive Model
AutoSEARCH;General-to-Specific (GETS) Modelling
autoshiny;Automatic Transformation of an 'R' Function into a 'shiny' App
AutoStepwiseGLM;Builds Stepwise GLMs via Train and Test Approach
autothresholdr;An R Port of the 'ImageJ' Plugin 'Auto Threshold'
autovarCore;Automated Vector Autoregression Models and Networks
av;Working with Audio and Video
available;Check if the Title of a Package is Available, Appropriate and Interesting
avar;Allan Variance
averisk;Calculation of Average Population Attributable Fractions and Confidence Intervals
aVirtualTwins;Adaptation of Virtual Twins Method from Jared Foster
aweek;Convert Dates to Arbitrary Week Definitions
AWR;'AWS' Java 'SDK' for R
AWR.Athena;'AWS' Athena 'DBI' Wrapper
AWR.Kinesis;Amazon 'Kinesis' Consumer Application for Stream Processing
AWR.KMS;A Simple Client to the 'AWS' Key Management Service
aws;Adaptive Weights Smoothing
aws.alexa;Client for the Amazon Alexa Web Information Services API
aws.cloudtrail;AWS CloudTrail Client Package
aws.comprehend;'AWS Comprehend' Client Package
aws.ec2metadata;Get EC2 Instance Metadata
aws.iam;AWS IAM Client Package
aws.kms;'AWS Key Management Service' Client Package
aws.lambda;AWS Lambda Client Package
aws.polly;Client for AWS Polly
aws.s3;'AWS S3' Client Package
aws.ses;AWS SES Client Package
aws.signature;Amazon Web Services Request Signatures
aws.sns;AWS SNS Client Package
aws.sqs;AWS SQS Client Package
aws.transcribe;Client for 'AWS Transcribe'
aws.translate;Client for 'AWS Translate'
awsjavasdk;Boilerplate R Access to the Amazon Web Services ('AWS') Java SDK
awsMethods;Class and Methods Definitions for Packages 'aws', 'adimpro', 'fmri', 'dwi'
awspack;Amazon Web Services Bundle Package
AzureAuth;Authentication Services for Azure Active Directory
AzureCognitive;Interface to Azure Cognitive Services
AzureContainers;Interface to 'Container Instances', 'Docker Registry' and 'Kubernetes' in 'Azure'
AzureGraph;Simple Interface to 'Microsoft Graph'
AzureKeyVault;Key and Secret Management in 'Azure'
AzureKusto;Interface to 'Kusto'/'Azure Data Explorer'
azuremlsdk;Interface to the 'Azure Machine Learning' 'SDK'
AzureRMR;Interface to 'Azure Resource Manager'
AzureStor;Storage Management in 'Azure'
AzureVision;Interface to Azure Computer Vision Services
AzureVM;Virtual Machines in 'Azure'
AzureVMmetadata;Interface to Azure Virtual Machine Instance Metadata
;
B2Z;Bayesian Two-Zone Model
b6e6rl;Adaptive differential evolution, b6e6rl variant
babar;Bayesian Bacterial Growth Curve Analysis in R
babel;Ribosome Profiling Data Analysis
babelwhale;Talking to 'Docker' and 'Singularity' Containers
BaBooN;Bayesian Bootstrap Predictive Mean Matching - Multiple and Single Imputation for Discrete Data
babynames;US Baby Names 1880-2017
BACA;Bubble Chart to Compare Biological Annotations by using DAVID
BacArena;Modeling Framework for Cellular Communities in their Environments
BACCO;Bayesian Analysis of Computer Code Output (BACCO)
BACCT;Bayesian Augmented Control for Clinical Trials
bacistool;Bayesian Classification and Information Sharing (BaCIS) Tool for the Design of Multi-Group Phase II Clinical Trials
backbone;Extracts the Backbone from Weighted Graphs
backpipe;Backward Pipe (Right-to-Left) Operator
backports;Reimplementations of Functions Introduced Since R-3.0.0
backShift;Learning Causal Cyclic Graphs from Unknown Shift Interventions
backtest;Exploring Portfolio-Based Conjectures About Financial Instruments
BACprior;Choice of the Hyperparameter Omega in the Bayesian Adjustment for Confounding (BAC) Algorithm
bacr;Bayesian Adjustment for Confounding
badgecreatr;Create Badges for 'Travis', 'Repostatus' 'Codecov.io' Etc in Github Readme
badger;Badge for R Package
BAEssd;Bayesian Average Error approach to Sample Size Determination
baggedcv;Bagged Cross-Validation for Kernel Density Bandwidth Selection
baggr;Bayesian Aggregate Treatment Effects
BAGofT;A Binary Regression Adaptive Goodness-of-Fit Test (BAGofT)
bagRboostR;Ensemble bagging and boosting classifiers
bain;Bayes Factors for Informative Hypotheses
bairt;Bayesian Analysis of Item Response Theory Models
baitmet;Library Driven Compound Profiling in Gas Chromatography - Mass Spectrometry Data
balance;Visualize Balances of Compositional Data
BalanceCheck;Balance Check for Multiple Covariates in Matched Observational Studies
BalancedSampling;Balanced and Spatially Balanced Sampling
BALCONY;Better ALignment CONsensus analYsis
BALD;Robust Loss Development Using MCMC
Ball;Statistical Inference and Sure Independence Screening via Ball Statistics
BALLI;Expression RNA-Seq Data Analysis Based on Linear Mixed Model
BallMapper;The Ball Mapper Algorithm
ballr;Access to Current and Historical Basketball Data
BaM;Functions and Datasets for Books by Jeff Gill
bama;High Dimensional Bayesian Mediation Analysis
BAMBI;Bivariate Angular Mixture Models
bamboo;Protein Secondary Structure Prediction Using the Bamboo Method
bamdit;Bayesian Meta-Analysis of Diagnostic Test Data
bamlss;Bayesian Additive Models for Location, Scale, and Shape (and Beyond)
BAMMtools;Analysis and Visualization of Macroevolutionary Dynamics on Phylogenetic Trees
BaMORC;Bayesian Model Optimized Reference Correction Method for Assigned and Unassigned Protein NMR Spectra
bamp;Bayesian Age-Period-Cohort Modeling and Prediction
bandit;Functions for simple A/B split test and multi-armed bandit analysis
BANEScarparkinglite;Working with Car Parking Data for Bath and North East Somerset
bang;Bayesian Analysis, No Gibbs
bannerCommenter;Make Banner Comments with a Consistent Format
BANOVA;Hierarchical Bayesian ANOVA Models
banR;R Client for the BAN API
banter;BioAcoustic EveNT ClassifiER
banxicoR;Download Data from the Bank of Mexico
bapred;Batch Effect Removal and Addon Normalization (in Phenotype Prediction using Gene Data)
BaPreStoPro;Bayesian Prediction of Stochastic Processes
BarBorGradient;Function Minimum Approximator
barcode;Barcode distribution plots
baRcodeR;Label Creation for Tracking and Collecting Data from Biological Samples
BarcodingR;Species Identification using DNA Barcodes
Barnard;Barnard's Unconditional Test
barplot3d;Create 3D Barplots
barsurf;Bar, Surface and Related Plots
BART;Bayesian Additive Regression Trees
bartMachine;Bayesian Additive Regression Trees
bartMachineJARs;bartMachine JARs
Barycenter;Regularized Wasserstein Distances and Barycenters
BAS;Bayesian Variable Selection and Model Averaging using Bayesian Adaptive Sampling
basad;Bayesian Variable Selection with Shrinking and Diffusing Priors
base2grob;Convert Base Plot to 'grob' Object
base64;Base64 Encoder and Decoder
base64enc;Tools for base64 encoding
base64url;Fast and URL-Safe Base64 Encoder and Decoder
baseballDBR;Sabermetrics and Advanced Baseball Statistics
baseflow;Computes Hydrograph Separation
basefun;Infrastructure for Computing with Basis Functions
baseline;Baseline Correction of Spectra
basetheme;Themes for Base Graphics Plots
basicMCMCplots;Trace Plots, Density Plots and Chain Comparisons for MCMC Samples
basicspace;Recovering a Basic Space from Issue Scales
basictabler;Construct Rich Tables for Output to 'HTML'/'Excel'
basicTrendline;Add Trendline and Confidence Interval of Basic Regression Models to Plot
BASiNET;Classification of RNA Sequences using Complex Network Theory
BASIX;BASIX: An efficient C/C++ toolset for R
basket;Basket Trial Analysis
BASS;Bayesian Adaptive Spline Surfaces
BaSTA;Age-Specific Survival Analysis from Incomplete Capture-Recapture/Recovery Data
bastah;Big Data Statistical Analysis for High-Dimensional Models
BAT;Biodiversity Assessment Tools
batade;HTML reports and so on
batch;Batching Routines in Parallel and Passing Command-Line Arguments to R
BatchExperiments;Statistical Experiments on Batch Computing Clusters
BatchGetSymbols;Downloads and Organizes Financial Data for Multiple Tickers
BatchJobs;Batch Computing with R
BatchMap;Software for the Creation of High Density Linkage Maps in Outcrossing Species
batchmeans;Consistent Batch Means Estimation of Monte Carlo Standard Errors
batchscr;Batch Script Helpers
batchtools;Tools for Computation on Batch Systems
BaTFLED3D;Bayesian Tensor Factorization Linked to External Data
batman;Convert Categorical Representations of Logicals to Actual Logicals
batteryreduction;An R Package for Data Reduction by Battery Reduction
BAwiR;Analysis of Basketball Data
baycn;Bayesian Inference for Causal Networks
bayes4psy;User Friendly Bayesian Data Analysis for Psychology
bayesAB;Fast Bayesian Methods for AB Testing
bayesammi;Bayesian Estimation of the Additive Main Effects and Multiplicative Interaction Model
bayesanova;Bayesian ANOVA
BayesBD;Bayesian Inference for Image Boundaries
BayesBEKK;Bayesian Estimation of Bivariate Volatility Model
BayesBinMix;Bayesian Estimation of Mixtures of Multivariate Bernoulli Distributions
bayesbio;Miscellaneous Functions for Bioinformatics and Bayesian Statistics
bayesboot;An Implementation of Rubin's (1981) Bayesian Bootstrap
BayesBP;Bayesian Estimation using Bernstein Polynomial Fits Rate Matrix
bayesCL;Bayesian Inference on a GPU using OpenCL
BayesCombo;Bayesian Evidence Combination
BayesComm;Bayesian Community Ecology Analysis
bayescount;Power Calculations and Bayesian Analysis of Count Distributions and FECRT Data using MCMC
BayesCR;Bayesian Analysis of Censored Regression Models Under Scale Mixture of Skew Normal Distributions
bayesCT;Simulation and Analysis of Adaptive Bayesian Clinical Trials
BayesCTDesign;Two Arm Bayesian Clinical Trial Design with and Without Historical Control Data
BayesDA;"Functions and Datasets for the book ""Bayesian Data Analysis"""
